<<<<<<< HEAD
,Gender,Age-group,Income Level,Occupation
4231,1,0,2,0
4232,1,1,1,0
4233,1,1,1,0
4234,1,1,1,0
4235,1,1,1,0
4236,1,0,1,0
4237,1,1,1,0
4238,1,1,1,0
4239,1,2,0,0
4240,1,1,0,0
4241,1,1,0,0
4242,1,1,0,0
4243,1,1,0,0
4244,0,0,1,0
4245,0,0,1,0
4246,0,1,0,0
4247,0,1,0,0
4248,0,1,0,0
4249,1,1,0,0
4250,1,1,0,0
4251,0,1,1,0
4252,0,1,1,0
4253,1,1,1,0
4254,0,1,1,0
4255,0,1,1,0
4256,1,1,1,0
4257,0,1,1,0
4258,0,1,1,0
4259,0,1,0,0
4260,0,1,1,0
4261,0,1,0,0
4262,0,1,1,0
4263,1,1,1,0
4264,1,2,0,0
4265,0,1,2,0
4266,0,1,1,0
4267,0,0,2,0
4268,1,1,0,0
4269,0,1,0,0
4270,1,1,1,0
4271,0,1,0,0
4272,0,1,0,0
4273,1,1,0,0
4274,1,1,0,0
4275,0,1,0,0
4276,1,1,0,0
4277,1,1,1,0
4278,1,1,0,0
4279,1,0,1,0
4280,0,1,0,0
4281,1,0,0,0
4282,0,0,2,0
4283,0,0,1,0
4284,1,0,1,0
4285,0,0,1,0
4286,0,0,1,0
4287,1,0,1,0
4288,1,0,2,0
4289,1,0,0,0
4290,0,0,1,0
4291,0,0,0,0
4292,1,1,0,0
4293,0,1,0,0
4294,1,2,0,0
4295,0,1,0,0
4296,0,1,1,0
4297,1,1,0,0
4298,1,1,0,0
4299,0,1,0,0
4300,0,1,1,0
4301,1,1,0,0
4302,1,1,0,0
4303,1,1,0,0
4304,1,1,0,0
4305,0,1,0,0
4306,1,1,0,0
4307,1,1,1,0
4308,0,1,0,0
4309,0,2,0,0
4310,1,1,1,0
4311,1,1,1,0
4312,0,1,0,0
4313,1,1,1,0
4314,0,2,1,0
4315,0,1,1,0
4316,1,1,1,0
4317,0,1,1,0
4318,1,2,0,0
4319,1,1,2,0
4320,0,1,1,0
4321,1,0,2,0
4322,0,2,1,0
4323,1,0,1,0
4324,1,1,1,0
4325,1,1,1,0
4326,0,1,1,0
4327,1,1,1,0
4328,1,1,1,0
4329,1,1,1,0
4330,0,1,1,0
4331,0,1,1,0
4332,0,2,0,0
4333,1,1,1,0
4334,1,0,2,0
4335,1,1,1,0
4336,1,1,0,0
4337,0,0,0,0
4338,0,0,1,0
4339,0,0,1,0
4340,0,1,1,0
4341,0,1,0,0
4342,1,1,1,0
4343,0,1,1,0
4344,1,1,0,0
4345,1,1,0,0
4346,0,1,1,0
4347,0,1,1,0
4348,1,2,1,0
4349,1,1,1,0
4350,0,1,1,0
4351,1,1,1,0
4352,0,1,1,0
4353,0,1,1,0
4354,1,1,1,0
4355,0,1,0,0
4356,1,1,0,0
4357,0,1,1,0
4358,1,1,1,0
4359,0,2,0,0
4360,0,1,0,0
4361,1,2,0,0
4362,0,1,1,0
4363,1,1,1,0
4365,0,0,1,0
4366,1,1,0,0
4369,0,1,0,0
4372,1,1,0,0
4373,0,1,1,0
4374,1,1,0,0
4375,0,1,0,0
4376,0,1,0,0
4377,1,1,1,0
4378,1,2,0,0
4379,0,1,0,0
4380,0,1,0,0
4381,0,1,0,0
4382,1,1,0,0
4383,1,1,0,0
4384,0,2,0,0
4385,1,1,0,0
4386,0,1,0,0
4387,1,1,0,0
4388,1,1,0,0
4389,0,0,0,0
4390,0,1,0,0
4391,1,0,0,0
4393,1,0,0,0
4394,1,1,0,0
4395,0,0,0,0
4396,1,2,0,0
4397,0,0,0,0
4398,0,1,0,0
4399,1,1,0,0
4400,0,1,0,0
4401,0,2,1,0
4402,1,0,1,0
4403,1,1,1,0
4404,1,2,1,0
4405,1,1,1,0
4406,1,1,1,0
4407,1,0,1,0
4408,1,1,2,0
4409,1,1,1,0
4410,0,1,1,0
4411,0,2,1,0
4412,0,1,1,0
4413,0,1,1,0
4414,0,1,2,0
4415,0,0,1,0
4416,0,0,2,0
4417,1,1,1,0
4418,1,1,1,0
4419,0,1,1,0
4420,0,2,1,0
4421,1,1,1,0
4422,0,1,0,0
4423,0,1,0,0
4424,1,1,0,0
4425,1,1,1,0
4426,1,1,1,0
4427,1,1,1,0
4428,1,1,1,0
4429,0,1,0,0
4430,1,1,1,0
4431,0,1,1,0
4432,1,1,1,0
4433,1,1,1,0
4434,0,1,1,0
4435,0,1,0,0
4436,1,1,1,0
4437,0,1,0,0
4438,1,0,2,0
4439,1,0,2,0
4440,1,1,1,0
4441,0,1,0,0
4442,0,1,0,0
4443,1,1,1,0
4444,0,1,1,0
4445,1,1,1,0
4446,0,1,1,0
4447,0,1,0,0
4448,1,1,1,0
4449,1,1,1,0
4450,1,1,1,0
4451,0,1,0,0
4452,1,1,0,0
4453,0,1,1,1
4454,0,1,1,3
4455,1,1,0,3
4456,0,1,0,0
4457,0,1,0,0
4458,0,1,0,0
4459,0,1,0,0
4460,0,2,0,4
4461,0,2,0,0
4462,0,2,0,1
4464,1,2,1,1
4465,0,1,0,0
4466,1,1,0,0
4467,1,1,1,0
4468,0,1,0,0
4469,0,1,1,1
4470,0,1,1,3
4471,0,1,1,0
4472,1,1,0,4
4475,0,1,0,3
4476,1,1,0,2
4477,1,1,0,0
4479,1,1,0,2
4481,1,1,1,1
4482,0,1,1,0
4483,1,1,1,2
4484,0,1,1,0
4485,1,1,1,0
4486,0,1,1,3
4487,1,1,1,2
4488,0,1,2,0
4489,1,1,1,2
4490,1,1,1,2
4491,0,1,1,2
4492,0,1,1,0
4493,1,1,0,3
4494,1,1,1,0
4495,0,1,0,4
4496,1,1,0,2
4497,1,1,1,0
4498,0,1,1,0
4499,0,1,1,3
4500,0,1,1,0
4501,0,1,0,1
4502,1,1,1,2
4503,0,1,1,2
4504,1,1,2,3
4505,0,1,1,3
4506,1,1,1,2
4507,0,1,1,0
4508,0,1,0,0
4509,1,1,1,2
4510,0,1,1,1
4511,1,0,2,4
4512,1,1,1,0
4513,0,1,2,0
4514,0,2,0,1
4515,1,1,2,3
4516,0,1,1,2
4517,1,0,2,4
4518,0,1,1,0
4519,0,1,0,0
4520,1,1,2,3
4521,0,1,2,3
4522,1,1,1,0
4523,0,1,1,0
4524,0,1,0,4
4525,0,2,1,1
4526,0,1,1,1
4527,1,1,1,3
4528,0,1,1,4
4529,0,2,1,1
4530,1,0,1,3
4531,0,1,1,1
4532,1,0,1,0
4534,1,1,1,4
4535,0,1,1,4
4536,1,1,1,4
4537,0,1,0,2
4538,0,1,0,0
4539,0,1,0,1
4540,1,0,1,4
4541,1,1,0,2
4542,0,1,0,0
4543,0,1,0,0
4544,1,1,0,0
4545,1,1,0,2
4546,0,2,0,1
4547,0,1,1,2
4548,0,1,1,0
4549,1,1,1,0
4550,0,1,1,3
4551,0,2,0,4
4552,0,1,1,0
4553,1,1,2,2
4554,0,1,0,3
4555,0,1,1,0
4556,1,1,1,3
4557,1,1,0,1
4558,1,1,1,0
4559,1,1,0,1
4560,0,1,0,0
4561,0,2,2,0
4562,1,1,0,1
4563,0,2,1,0
4564,0,2,0,0
4565,0,1,1,0
4566,0,1,1,0
4567,1,1,1,0
4568,1,2,1,1
4569,0,1,0,3
4570,1,1,0,0
4571,0,1,0,2
4572,1,1,0,0
4573,0,2,0,0
4574,1,1,1,0
4575,0,2,0,0
4576,1,2,0,1
4577,1,1,1,2
4578,1,1,1,0
4579,0,1,0,0
4580,0,1,1,0
4581,1,1,0,0
4582,0,0,2,0
4583,1,1,1,0
4584,0,1,0,2
4585,0,1,0,2
4586,1,0,1,0
4587,1,0,1,0
4588,0,1,0,2
4589,1,1,1,3
4590,1,1,1,0
4591,1,1,0,2
4592,1,1,1,2
4593,0,1,0,1
4594,0,1,1,0
4595,0,1,1,0
4596,0,1,1,0
4597,0,1,1,0
4598,0,1,1,0
4599,1,1,1,2
4600,1,1,1,2
4601,1,1,1,0
4602,0,1,1,0
4603,0,1,1,2
4604,0,1,1,0
4605,0,1,1,2
4606,0,1,1,2
4607,0,1,1,0
4608,1,1,1,2
4609,1,1,1,0
4610,1,1,1,0
4611,0,1,1,0
4612,0,1,1,3
4613,1,1,1,2
4614,1,2,0,1
4615,0,1,0,2
4616,1,1,1,3
4617,0,1,0,0
4618,1,0,1,0
4619,0,2,0,1
4620,1,1,0,2
4621,1,0,0,0
4622,0,1,0,1
4623,0,1,0,1
4624,1,1,2,2
4625,0,1,1,3
4626,0,1,1,2
4627,0,1,1,4
4628,0,1,1,1
4629,1,1,1,0
4630,0,1,1,0
4631,0,1,1,0
4632,1,1,1,2
4633,0,1,1,0
4634,1,1,2,0
4635,0,1,1,4
4636,1,1,2,2
4637,1,1,1,2
4638,1,2,0,4
4639,1,1,0,0
4640,0,1,0,0
4641,0,2,1,1
4642,0,2,0,2
4643,0,1,0,4
4644,1,2,0,2
4645,1,1,1,0
4646,1,1,1,0
4647,0,1,1,0
4648,1,1,1,2
4649,0,2,0,0
4650,1,1,1,3
4651,0,1,1,2
4652,1,1,1,0
4653,1,1,1,0
4654,0,2,0,1
4655,0,1,1,0
4656,0,1,1,0
4657,1,1,1,0
4658,0,1,1,0
4659,1,1,2,3
4660,1,1,1,0
4661,0,1,1,0
4662,1,1,1,0
4663,0,0,2,2
4664,1,1,1,2
4665,0,1,1,0
4666,1,1,1,2
4667,1,0,1,3
4668,0,1,1,0
4669,0,1,1,3
4670,0,1,1,3
4671,1,1,2,2
4672,0,1,1,0
4673,1,1,0,3
4674,0,2,0,0
4675,1,1,1,2
4676,0,1,1,0
4677,0,1,1,3
4678,1,1,0,3
4679,0,1,1,0
4680,1,1,0,3
4681,0,1,1,0
4682,0,1,1,2
4683,0,1,1,0
4684,1,1,1,2
4685,0,1,1,0
4686,1,0,0,3
4687,1,1,1,0
4688,1,1,1,2
4690,1,1,1,2
4691,0,1,1,0
4692,1,0,1,4
4693,0,1,1,3
4695,0,1,0,4
4696,0,1,1,2
4697,1,1,1,2
4698,1,1,0,0
4699,0,1,1,0
4700,1,1,1,2
4701,0,2,0,0
4702,1,1,0,0
4703,1,1,0,0
4704,1,1,0,2
4705,1,1,1,0
4706,1,2,1,0
4707,0,1,0,2
4708,1,1,1,0
4709,1,1,1,0
4710,1,1,0,0
4711,0,1,1,2
4712,0,1,1,0
4713,0,2,0,3
4714,1,1,1,0
4715,1,1,1,1
4716,1,1,0,0
4717,1,1,1,3
4718,1,1,0,0
4719,1,1,1,0
4720,0,1,0,0
4721,0,1,1,2
4722,1,1,1,0
4723,1,1,0,0
4724,1,1,0,0
4725,0,1,0,0
4726,1,1,0,0
4727,0,1,1,0
4728,0,1,2,0
4729,1,1,0,2
4730,1,1,0,0
4731,0,1,0,0
4732,0,1,0,4
4733,0,1,0,2
4734,1,0,0,0
4735,1,1,1,3
4736,0,2,0,0
4737,1,1,1,4
4738,0,2,1,1
4739,1,1,0,2
4740,0,1,1,0
4741,1,1,1,0
4742,0,1,1,2
4743,0,1,2,3
4744,1,0,1,2
4745,1,1,0,3
4746,0,0,2,3
4747,0,0,0,3
4748,0,0,1,4
4749,1,1,1,3
4750,0,0,2,4
4751,1,0,2,3
4752,1,1,1,2
4753,0,2,1,0
4754,0,2,0,0
4755,0,1,0,2
4756,1,1,0,1
4757,1,1,0,0
4759,0,1,0,1
4760,1,1,0,2
4761,1,1,0,1
4762,1,1,2,0
4763,1,1,0,0
4764,0,1,1,0
4765,1,1,1,0
4766,0,1,1,0
4767,1,1,1,0
4768,0,1,1,0
4769,1,1,1,0
4770,1,1,2,0
4771,1,0,1,0
4772,0,0,1,0
4773,0,1,2,0
4774,0,1,2,0
4775,0,1,2,0
4776,0,1,2,0
4777,1,1,1,0
4778,0,1,1,0
4779,1,1,1,0
4780,1,1,0,1
4781,0,1,0,0
4782,1,2,0,1
4783,0,1,0,1
4784,0,2,1,2
4785,0,2,0,0
4786,1,0,0,0
4787,1,1,0,0
4789,1,1,1,0
4790,1,1,2,1
4791,1,1,2,1
4792,0,1,0,1
4793,0,2,2,1
4794,0,2,0,1
4795,1,1,1,0
4796,0,1,1,0
4797,1,1,2,0
4798,1,1,1,3
4799,1,0,0,3
4800,0,1,2,0
4801,0,0,2,0
4802,0,1,0,0
4803,1,1,0,4
4804,0,0,1,2
4805,0,0,1,0
4806,0,0,1,0
4807,0,0,1,2
4808,0,0,2,0
4809,1,0,1,0
4810,1,0,1,0
4811,1,0,1,0
4812,1,0,1,3
4813,1,0,1,0
4814,1,1,0,2
4815,1,2,0,1
4816,0,2,1,1
4817,0,2,0,0
4818,1,1,0,4
4819,0,1,1,0
4820,1,1,0,4
4821,1,1,0,2
4822,1,1,0,0
4823,0,1,1,2
4824,0,1,1,4
4825,0,1,1,1
4826,0,1,0,0
4827,0,1,1,3
4828,1,1,2,3
4829,0,1,1,0
4830,0,1,0,1
4831,1,0,1,0
4832,0,1,1,1
4833,0,1,1,2
4834,1,1,1,3
4835,0,1,1,0
4836,1,1,0,0
4837,0,1,1,0
4838,1,2,1,1
4840,0,1,0,0
4843,0,2,0,0
4846,1,1,0,3
4847,1,1,0,2
4848,1,1,1,3
4849,0,1,0,4
4850,1,1,1,0
4851,1,1,1,3
4852,1,0,2,2
4853,0,1,1,5
4854,1,1,1,0
4855,1,1,0,4
4856,0,1,0,4
4857,0,1,1,3
4858,0,1,1,0
4859,1,1,0,2
4860,1,1,1,0
4861,0,1,1,0
4862,0,1,1,3
4863,0,1,1,0
4864,1,1,0,0
4865,1,1,1,2
4866,1,1,1,0
4867,0,1,1,3
4868,0,1,1,0
4869,1,2,1,1
4870,1,1,0,3
4871,0,1,0,4
4872,1,1,1,0
4873,1,2,1,3
4874,1,2,0,0
4875,1,1,1,3
4876,0,1,0,3
4877,1,1,1,3
4878,0,0,1,2
4879,1,1,0,0
4880,0,1,1,0
4881,0,1,0,0
4882,1,1,1,3
4884,0,2,1,0
4885,1,1,1,0
4888,0,1,1,0
4889,1,1,1,0
4890,0,2,1,0
4891,0,1,1,3
4892,1,1,1,0
4893,1,1,0,0
4894,0,1,1,0
4895,0,1,1,0
4896,1,1,1,0
4897,0,1,0,3
4898,1,1,1,0
4899,0,2,0,1
4900,1,1,1,0
4901,0,1,0,0
4902,1,1,0,4
4903,1,0,0,0
4904,1,1,0,0
4905,0,1,0,0
4906,0,1,1,0
4907,1,0,1,0
4908,0,0,0,4
4909,1,1,0,1
4910,0,1,0,0
4911,0,1,0,0
4912,0,1,0,4
4913,1,0,0,0
4914,0,1,0,0
4915,1,1,0,1
4916,1,0,0,0
4917,1,2,0,1
4918,1,1,1,2
4919,0,1,1,0
4920,1,1,2,0
4921,0,1,1,0
4922,1,0,1,2
4923,0,2,1,2
4924,0,1,0,0
4925,1,0,1,2
4926,1,1,1,0
4927,0,2,1,1
4928,1,1,1,0
4929,1,1,1,0
4930,0,0,1,0
4931,1,1,1,0
4932,0,1,1,2
4933,1,1,1,0
4934,0,2,1,0
4935,0,1,1,0
4936,1,1,1,0
4937,0,1,1,0
4938,0,1,1,0
4939,1,1,1,0
4940,1,1,1,0
4941,0,1,1,0
4942,0,1,1,0
4943,1,1,1,2
4944,1,1,1,4
4945,1,1,1,0
4946,1,1,1,0
4947,1,1,1,4
4948,0,1,1,3
4949,1,1,0,0
4950,1,2,0,0
4951,0,1,0,2
4952,1,1,1,0
4953,0,1,1,0
4954,1,1,2,3
4955,1,1,1,2
4956,0,1,0,5
4957,0,1,2,3
4958,1,1,0,0
4959,0,1,0,4
4960,1,1,1,2
4961,1,1,1,2
4962,1,1,0,2
4963,0,2,0,2
4964,1,1,2,0
4965,0,1,1,0
4966,0,1,0,0
4967,0,2,1,0
4968,0,1,1,0
4969,1,1,1,0
4970,1,1,2,2
4971,0,1,0,0
4972,0,1,1,0
4973,1,1,1,0
4974,0,1,1,2
4975,0,1,1,0
4976,0,1,2,0
4977,0,1,0,0
4978,1,1,1,4
4979,1,1,1,0
4980,1,1,1,4
4981,0,2,0,1
4982,0,2,0,3
4983,0,2,0,2
4984,0,1,1,3
4985,0,1,0,3
4986,0,1,0,0
4987,0,2,0,2
4988,0,1,1,0
4989,0,1,1,3
4990,0,2,2,1
4991,1,1,2,0
4992,1,0,1,3
4993,1,0,1,0
4994,1,1,0,0
4995,1,1,0,0
4996,1,1,1,3
4997,1,1,1,0
4998,1,0,0,4
4999,1,2,0,1
5000,1,1,0,1
5001,0,1,1,5
5002,0,1,1,0
5003,0,1,1,2
5004,0,1,1,0
5005,1,1,1,0
5006,0,1,1,3
5007,0,1,1,0
5008,0,2,1,2
5009,1,1,1,0
5010,1,1,1,0
5012,0,1,0,2
5013,0,1,1,0
5015,0,1,0,0
5018,1,1,1,2
5019,0,1,0,4
5020,0,1,1,1
5021,1,1,1,0
5022,0,1,1,2
5023,1,1,1,2
5024,0,1,0,0
5025,1,1,1,2
5026,0,0,1,2
5027,1,1,1,2
5028,0,1,0,0
5029,1,1,1,0
5030,0,1,1,2
5031,0,1,1,1
5032,0,1,1,1
5033,1,2,1,1
5034,0,2,1,1
5035,1,1,1,2
5036,1,1,1,1
5037,0,2,1,1
5038,0,2,0,1
5039,1,1,1,2
5040,1,1,1,2
5041,1,2,2,1
5042,1,1,1,0
5043,0,1,1,0
5044,0,1,0,0
5045,1,1,1,3
5046,0,1,0,0
5047,1,1,1,0
5048,0,1,1,0
5049,1,1,1,2
5050,1,0,2,2
5051,1,1,1,0
5052,1,1,0,1
5053,0,1,1,0
5054,0,1,0,3
5055,1,1,2,4
5056,0,1,0,3
5057,1,1,0,3
5058,0,1,2,2
5059,0,1,2,2
5060,0,1,1,0
5061,1,0,1,2
5062,0,1,1,0
5063,1,1,1,1
5064,0,1,1,0
5065,0,1,1,0
5066,1,1,1,0
5067,1,2,1,1
5068,0,1,1,0
5069,0,1,1,0
5070,0,2,1,1
5071,1,1,0,4
5072,1,1,0,4
5073,0,0,1,2
5074,1,1,1,3
5075,1,0,1,3
5076,1,1,0,0
5077,1,1,1,0
5078,0,0,1,4
5079,0,1,0,4
5080,0,1,0,2
5081,1,1,1,0
5082,1,0,0,4
5083,1,1,0,2
5084,0,1,1,2
5085,0,1,0,0
5086,0,1,0,1
5087,1,1,1,0
5088,0,1,1,0
5089,1,1,1,0
5090,0,1,1,2
5091,1,1,0,0
5092,1,1,0,0
5093,0,1,1,0
5094,0,2,0,0
5095,0,1,0,0
5096,0,2,0,0
5097,1,2,0,0
5098,1,1,1,2
5099,0,1,0,0
5100,0,2,0,0
5101,1,1,2,3
5102,0,1,1,0
5103,1,0,1,0
5104,0,1,0,0
5105,0,0,1,2
5106,0,0,1,2
5107,1,1,1,0
5108,0,1,1,0
5109,1,1,1,3
5110,1,1,1,0
5111,1,1,1,0
5112,1,1,1,4
5113,1,1,1,4
5114,1,1,1,5
5115,1,1,1,2
5116,1,1,1,2
5117,1,1,1,2
5118,1,1,1,2
5119,1,1,1,2
5120,1,1,1,2
5121,0,1,1,0
5122,0,1,1,2
5123,0,1,1,0
5124,0,1,1,2
5125,0,1,1,2
5126,1,1,1,0
5127,0,1,0,0
5128,1,1,1,4
5129,0,2,1,0
5130,1,1,1,2
5131,0,2,1,1
5132,1,1,1,2
5133,0,1,1,3
5134,1,1,1,3
5135,0,1,1,2
5136,1,2,1,0
5137,0,0,1,3
5138,1,1,0,2
5139,0,1,0,2
5140,1,1,1,0
5141,1,1,0,1
5142,0,1,0,2
5143,1,1,0,0
5144,0,1,1,2
5145,1,1,1,0
5146,1,0,0,0
5147,0,2,0,2
5148,0,1,0,0
5149,0,1,0,4
5150,0,1,0,5
5151,1,1,1,2
5152,1,1,0,1
5153,0,1,1,2
5154,0,1,1,0
5155,0,1,1,4
5156,1,1,2,4
5157,1,1,1,3
5158,1,0,2,2
5159,0,1,1,0
5160,0,1,1,5
5161,1,1,1,2
5162,0,1,1,0
5163,1,1,1,0
5164,0,1,0,3
5165,1,1,1,3
5166,0,1,0,4
5167,0,1,0,3
5168,1,0,1,0
5169,1,1,1,3
5170,0,1,0,3
5171,0,1,1,0
5172,0,1,0,3
5173,1,1,0,4
5174,1,1,1,0
5175,1,1,1,0
5176,0,1,1,3
5177,1,2,2,1
5178,0,2,1,1
5179,1,1,0,0
5180,0,1,1,2
5181,1,1,1,3
5182,0,1,1,2
5183,0,1,0,0
5184,1,2,0,1
5185,0,1,1,0
5186,0,1,0,4
5187,1,2,0,1
5188,1,1,1,0
5189,0,1,1,2
5190,1,1,1,3
5191,0,0,1,2
5192,1,1,1,2
5193,0,1,1,3
5194,1,1,1,0
5195,0,2,0,0
5196,1,1,1,2
5197,0,1,1,3
5198,1,1,1,0
5199,0,1,0,3
5200,1,1,0,0
5201,0,1,1,0
5202,1,1,1,0
5203,1,1,1,0
5204,0,1,0,0
5205,0,1,0,2
5206,1,1,1,0
5207,1,1,1,0
5208,0,1,0,2
5209,0,1,1,2
5210,1,1,1,0
5211,1,1,1,0
5212,1,1,1,0
5213,1,1,1,0
5214,0,1,1,2
5215,1,0,1,3
5216,0,1,1,3
5217,0,1,1,0
5218,1,1,1,2
5219,1,1,1,2
5220,0,1,1,2
5221,1,1,1,0
5222,1,0,1,2
5223,1,1,1,3
5224,1,1,1,0
5228,1,1,0,0
5229,1,1,0,0
5230,1,1,0,2
5231,1,1,0,4
5232,0,1,1,2
5233,0,0,1,2
5234,0,1,0,4
5235,0,1,1,0
5236,1,1,0,4
5237,1,2,0,0
5238,0,2,0,1
5239,1,1,1,2
5240,0,1,1,0
5241,1,1,1,2
5242,0,1,0,0
5243,1,1,2,2
5244,0,1,1,0
5245,1,1,1,2
5246,0,2,1,0
5247,1,1,0,0
5248,1,1,1,0
5249,0,2,0,0
5250,1,1,0,1
5251,1,1,0,0
5252,0,1,1,0
5253,1,1,1,0
5254,0,1,1,2
5255,1,1,1,0
5256,0,1,0,1
5257,1,1,1,0
5258,0,1,0,0
5259,1,1,1,2
5260,1,1,1,2
5261,0,1,1,0
5262,1,1,0,0
5263,0,1,1,2
5264,1,1,1,0
5265,0,1,1,0
5266,0,1,1,2
5267,0,1,1,0
5268,0,1,1,0
5269,1,1,0,0
5270,1,1,1,0
5271,1,1,1,0
5272,0,0,1,0
5273,0,1,1,3
5274,1,1,2,0
5275,0,1,0,1
5276,1,0,2,0
5277,0,1,0,0
5278,0,1,0,4
5279,0,1,0,4
5280,0,1,2,2
5281,0,0,2,2
5282,0,0,2,4
5283,0,2,0,0
5284,0,1,0,0
5285,1,2,0,1
5286,1,0,2,0
5287,1,0,1,2
5288,1,1,0,5
5289,0,1,0,1
5290,1,0,2,3
5291,1,1,2,2
5292,1,0,2,4
5293,0,1,0,5
5294,1,1,2,0
5295,0,1,2,0
5296,0,1,1,2
5297,0,1,1,0
5298,0,1,1,0
5299,1,1,2,0
5300,0,1,2,0
5301,0,1,2,2
5302,0,1,2,0
5303,1,1,2,0
5304,1,1,1,2
5305,0,1,0,2
5306,0,1,1,2
5307,1,1,0,2
5308,0,2,0,0
5309,1,1,0,0
5310,0,1,0,0
5311,0,2,1,1
5312,0,1,0,0
5314,0,1,1,0
5315,1,1,0,0
5316,1,1,0,1
5317,0,1,1,0
5318,1,1,1,0
5319,0,1,0,1
5320,0,1,1,0
5321,1,1,1,0
5322,0,1,0,3
5323,0,1,1,4
5324,1,1,0,0
5325,0,1,0,1
5326,0,1,0,1
5327,0,1,0,0
5328,0,1,0,1
5329,0,0,1,0
5330,0,0,2,4
5331,0,0,1,4
5332,0,0,1,1
5333,0,0,1,2
5334,0,0,1,4
5335,0,0,1,1
5336,0,0,1,4
5337,1,0,1,0
5338,0,0,1,0
5339,0,0,1,2
5340,1,0,1,1
5341,1,1,0,2
5342,0,2,0,3
5343,1,1,0,0
5344,0,2,0,0
5345,0,1,0,0
5346,1,1,0,2
5347,1,1,0,0
5348,1,1,0,0
5349,0,2,0,1
5350,1,1,0,0
5351,0,1,0,0
5352,0,1,1,0
5353,1,1,1,0
5354,1,1,1,0
5355,1,1,1,1
5356,0,1,1,1
5357,0,1,1,2
5358,0,1,1,0
5359,1,1,1,1
5360,1,1,1,0
5361,0,1,0,0
5362,1,2,0,2
5363,1,1,0,0
5364,0,1,0,0
5365,0,1,1,0
5366,0,1,0,3
5367,1,2,0,1
5368,1,1,0,3
5370,1,1,1,3
5372,0,1,0,2
5373,1,1,0,3
5374,0,1,1,3
5375,0,1,1,0
5376,1,1,0,4
5377,0,1,0,4
5378,1,1,0,0
5379,1,0,0,3
5380,0,1,1,3
5381,1,0,1,3
5382,0,1,0,4
5383,1,1,0,0
5384,0,1,1,2
5385,0,1,0,3
5386,1,1,1,3
5387,1,1,0,0
5388,1,2,0,0
5389,1,1,1,0
5390,0,1,1,2
5391,1,1,1,0
5392,0,1,0,4
5393,0,1,1,2
5394,0,1,0,0
5395,1,1,1,2
5396,1,1,0,0
5397,1,1,1,0
5398,0,2,0,3
5399,0,1,0,0
5400,1,2,0,3
5401,1,1,1,3
5402,0,1,0,3
5403,1,1,0,3
5404,1,1,1,2
5405,0,1,1,3
5407,0,1,0,3
5408,1,0,1,3
5409,1,0,1,2
5410,1,1,1,0
5411,0,1,1,0
5413,0,1,1,2
5414,1,2,1,1
5415,0,1,1,0
5416,0,1,2,3
5417,1,1,1,0
5418,1,1,2,0
5419,0,1,0,0
5420,0,1,0,0
5421,1,1,0,0
5422,1,1,1,3
5423,1,1,1,0
5424,1,2,0,1
5425,0,1,1,0
5426,1,0,1,3
5427,0,1,1,0
5428,0,1,0,5
5429,1,1,0,3
5430,1,1,1,0
5431,0,1,1,0
5432,1,0,1,2
5433,0,1,0,3
5434,1,1,1,0
5435,1,1,0,3
5436,0,1,0,3
5437,1,1,1,2
5438,1,0,1,0
5439,0,1,0,3
5440,1,1,1,3
5441,1,1,0,0
5442,1,1,0,0
5443,1,1,2,2
5444,0,1,1,0
5445,1,1,2,0
5446,0,1,1,0
5447,1,0,1,0
5448,0,1,2,3
5449,1,2,0,1
5450,0,1,1,2
5451,1,1,1,0
5452,0,0,2,4
5453,0,1,1,0
5454,1,1,1,0
5455,0,1,1,0
5456,0,1,1,0
5457,1,1,1,0
5458,0,1,0,0
5459,1,1,1,0
5460,0,1,1,0
5461,0,1,1,0
5462,0,0,1,0
5463,1,1,1,4
5464,0,1,1,2
5465,1,1,1,0
5466,1,1,1,0
5467,1,1,1,3
5468,0,1,1,0
5469,1,1,1,3
5470,0,1,1,0
5471,1,1,1,2
5472,1,1,1,0
5473,0,1,0,3
5474,1,0,1,3
5475,0,1,0,4
5476,1,1,1,3
5477,0,1,0,0
5478,1,1,0,0
5479,1,1,0,0
5480,0,1,1,0
5481,1,1,0,3
5482,0,1,0,0
5483,1,1,0,3
5484,1,1,1,0
5485,0,1,0,1
5486,1,1,1,3
5487,1,1,1,3
5488,1,0,1,0
5489,0,1,0,0
5490,0,1,0,0
5491,0,1,1,0
5492,0,1,0,0
5493,1,1,0,2
5494,0,2,0,3
5495,0,1,0,4
5496,0,2,0,4
5497,0,1,0,4
5498,1,1,0,3
5499,0,1,0,3
5500,1,1,0,3
5501,1,1,1,2
5502,1,1,0,2
5503,0,1,0,4
5504,1,1,0,2
5505,1,1,0,3
5506,0,1,0,4
5507,0,1,0,4
5508,0,1,0,3
5510,1,1,1,2
5511,0,1,0,3
5512,0,1,0,2
5513,1,1,1,3
5514,0,1,0,3
5515,1,1,1,3
5516,0,1,0,2
5517,0,1,1,0
5518,1,2,0,1
5519,1,1,0,3
5520,1,1,0,2
5521,1,1,0,2
5522,0,2,0,0
5523,1,1,0,0
5524,1,1,0,4
5525,1,1,1,4
5526,0,1,0,4
5527,1,1,2,0
5528,0,2,0,1
5529,1,1,0,3
5530,0,1,0,4
5531,1,1,0,3
5532,0,1,1,0
5533,0,1,0,0
5534,0,1,1,0
5535,1,1,0,2
5536,0,1,1,1
