,Gender,Age-group,Occupation,Income Level
2042,1,1,0,1
9841,0,1,2,1
9002,1,0,4,1
4834,1,1,3,1
7163,0,1,4,1
10284,1,1,0,1
2689,1,1,0,1
8726,1,1,0,1
1455,1,2,0,0
7435,1,1,0,0
8891,0,1,3,1
4592,1,1,2,1
6796,0,1,2,1
7231,0,1,2,1
8256,1,1,2,1
834,1,0,4,1
2464,1,1,3,1
5769,0,1,0,0
10483,0,2,1,1
4138,0,1,0,1
2185,1,1,3,2
1844,0,1,3,1
3169,1,2,0,0
6481,0,1,0,1
4873,1,2,3,1
3201,1,1,0,0
5377,0,1,4,0
4506,1,1,2,1
131,0,2,1,0
188,0,1,0,1
9754,0,1,2,1
5904,1,1,3,1
4825,0,1,1,1
4189,0,1,0,0
10503,1,0,2,1
1189,1,1,0,1
246,1,1,2,0
1577,0,1,4,1
9783,0,1,3,1
6757,0,1,0,1
9611,0,1,0,1
1580,1,1,2,1
9048,0,1,1,1
8127,1,1,0,1
4114,0,1,0,1
2666,0,2,0,0
4053,0,1,0,0
9128,0,2,0,1
8007,1,0,2,1
2231,0,1,0,1
8529,1,1,0,1
2411,0,2,0,0
3410,1,1,2,1
6463,1,1,3,0
9979,1,2,0,1
3861,0,1,0,1
2188,1,1,0,1
1525,0,1,0,1
2856,0,1,3,0
5177,1,2,1,2
10303,0,1,0,1
10461,0,1,0,1
4941,0,1,0,1
3585,1,1,2,1
9657,0,1,0,1
4209,1,1,0,0
8752,0,1,0,1
4117,0,1,0,1
9405,0,1,0,1
3995,0,1,0,1
2005,0,1,0,1
571,1,0,4,1
9730,0,1,4,1
1195,0,1,2,1
1629,1,1,4,0
5317,0,1,0,1
8083,1,1,3,1
6514,1,1,2,1
6250,1,1,0,0
9363,0,1,0,1
6605,0,1,3,1
1504,1,1,3,1
9537,1,1,2,1
1643,0,2,0,1
7707,0,1,2,0
310,0,1,0,2
8863,0,1,0,1
10175,0,2,0,1
6623,1,2,1,0
4226,0,0,0,2
8478,1,1,0,1
4882,1,1,3,1
6972,0,1,2,1
2931,0,2,1,0
3685,1,1,3,0
10357,1,1,2,1
3226,1,2,0,1
1403,0,2,1,0
4835,0,1,0,1
1987,0,1,0,1
3289,1,1,0,1
6094,1,1,0,1
502,0,1,2,1
9561,1,1,0,1
4640,0,1,0,0
8417,1,1,1,1
4179,1,1,0,1
5192,1,1,2,1
8350,0,1,0,1
3423,1,1,0,0
7903,1,1,0,1
1184,0,2,0,1
6079,0,1,0,1
10256,1,1,0,1
4111,0,1,0,2
8438,0,1,3,1
7299,0,1,2,1
3525,1,1,3,1
6639,0,1,0,1
10217,0,1,0,1
8721,1,1,0,1
5683,0,1,0,1
6307,1,1,3,1
4538,0,1,0,0
681,0,2,3,1
3697,1,0,0,2
5787,1,1,0,0
7823,0,1,0,1
658,1,2,3,2
9746,0,1,0,1
185,1,1,0,0
8718,1,1,3,1
10437,0,1,3,1
3788,0,1,2,0
802,1,2,0,1
6850,0,1,3,0
10295,0,1,2,1
7799,1,1,0,1
3286,0,1,0,1
6330,1,1,0,0
5751,1,1,0,1
8503,0,2,4,1
100,0,1,2,1
9848,1,1,2,1
9535,1,1,2,1
10016,1,1,3,1
3756,0,1,0,0
2024,0,1,0,2
2978,1,1,2,1
546,1,1,2,1
9672,0,2,0,1
1028,1,2,2,1
9350,0,1,0,1
9581,0,1,1,1
9665,0,1,0,1
6704,1,1,0,1
2366,1,1,2,1
2208,1,1,3,2
4537,0,1,2,0
7597,0,1,0,2
1472,1,1,2,1
9759,0,1,0,1
5310,0,1,0,0
7769,1,1,2,0
4212,0,1,0,0
5818,0,1,3,0
3164,0,1,2,1
6312,0,1,0,0
6686,1,1,0,1
3985,1,1,0,1
4435,0,1,0,0
10513,1,1,3,1
511,0,2,0,0
9200,0,1,0,1
2375,0,2,0,0
4554,0,1,3,0
4010,0,1,0,1
160,1,1,0,0
4453,0,1,1,1
710,1,1,2,1
4712,0,1,0,1
6104,0,1,0,1
1784,1,1,0,1
3080,1,1,2,0
176,1,1,3,2
8378,1,1,4,1
4939,1,1,0,1
2938,0,1,0,0
9063,0,1,3,1
5872,0,1,0,1
6304,0,2,1,1
2956,0,1,3,1
3110,1,1,0,0
10475,1,1,0,1
8996,1,0,0,1
3988,0,1,0,2
4393,1,0,0,0
9833,1,2,0,1
8449,0,1,4,1
2330,1,1,0,0
7548,1,1,0,1
8011,0,2,1,0
624,0,1,2,1
5661,1,1,2,1
4593,0,1,1,0
3583,1,1,0,1
7911,1,1,2,0
444,1,2,0,0
7587,1,1,0,1
6823,1,1,0,0
4498,0,1,0,1
442,0,1,0,1
2277,0,1,2,1
109,1,1,0,1
5606,1,1,0,1
6277,0,1,0,1
2824,1,1,0,0
8812,0,2,0,1
5063,1,1,1,1
7622,0,1,0,2
10147,1,1,3,1
3370,0,1,3,0
6101,0,1,3,0
5402,0,1,3,0
6683,0,1,0,1
6500,0,2,1,0
8635,0,1,0,1
9965,1,2,0,1
4011,1,0,0,1
1510,1,1,0,1
5314,0,1,0,1
2288,1,1,0,1
1790,0,1,4,0
8043,1,1,3,1
7041,0,1,0,1
5576,0,1,0,0
9910,1,1,2,1
10505,1,1,0,1
5374,0,1,3,1
9738,0,1,2,1
2036,0,2,0,1
7362,1,1,2,1
9583,0,1,0,1
9930,0,1,2,1
2175,0,1,0,0
9427,1,1,0,1
6806,1,0,2,1
10106,0,1,0,1
3800,1,0,0,0
942,1,1,3,1
9013,0,1,4,1
7781,1,1,0,1
5432,1,0,2,1
3245,0,1,0,0
5458,0,1,0,0
7902,0,1,0,0
8978,0,1,2,1
5794,1,1,2,1
8304,0,1,0,1
1237,1,2,0,2
4686,1,0,3,0
5297,0,1,0,1
632,0,1,2,1
1977,1,1,4,0
3193,0,1,2,1
2702,1,1,0,0
5356,0,1,1,1
9345,1,1,0,1
10178,0,1,0,1
2623,0,1,3,1
8903,0,1,0,1
2789,1,1,0,1
8385,1,1,2,1
9689,1,0,0,1
5351,0,1,0,0
10226,0,1,4,1
9430,0,1,3,1
2687,0,1,2,1
2180,0,1,2,1
8707,1,1,0,1
4927,0,2,1,1
822,0,1,2,1
5761,0,1,0,1
8541,0,1,1,1
6194,0,1,4,2
4476,1,1,2,0
4205,0,1,0,1
3931,0,1,0,0
9859,0,1,0,1
1276,1,2,0,0
7457,0,1,0,0
5959,0,1,0,1
5416,0,1,3,2
563,1,2,3,0
3101,1,1,3,1
3711,0,2,0,0
6759,1,1,2,0
34,0,1,0,0
5296,0,1,2,1
9211,1,1,0,1
2569,1,1,2,0
1478,0,1,0,0
2643,0,1,4,1
1337,0,1,3,1
6225,0,1,0,1
8677,0,2,1,1
6282,1,1,3,0
9828,1,1,2,1
1255,1,1,3,0
5336,0,0,4,1
2609,0,2,1,1
766,1,1,0,2
453,0,1,3,1
5646,1,1,2,1
3498,0,1,0,0
8926,1,2,1,1
2920,0,1,3,1
1205,1,1,3,1
8047,0,1,0,2
2760,1,1,0,2
4233,1,1,0,1
6332,0,1,0,1
4945,1,1,0,1
2541,1,1,3,2
5405,0,1,3,1
8949,0,2,0,1
2767,1,1,3,1
5961,0,2,0,0
337,1,1,4,0
1071,0,1,3,1
2698,1,1,0,1
5367,1,2,1,0
2560,0,2,0,1
1036,1,1,2,1
2934,1,1,0,1
3317,0,0,0,2
1921,1,1,0,0
4529,0,2,1,1
6013,0,1,2,1
8838,0,1,3,1
9986,1,1,0,1
550,1,2,0,1
8753,0,1,0,1
6548,0,1,0,1
9804,0,0,0,1
601,1,2,4,0
10441,0,1,3,1
3114,0,2,5,0
10108,1,2,0,1
2646,1,1,4,0
1749,1,1,0,0
6008,1,2,1,0
5954,0,1,3,1
507,1,2,4,1
3928,1,1,3,1
4645,1,1,0,1
2905,1,1,3,1
2320,0,0,2,1
5105,0,0,2,1
5066,1,1,0,1
6959,0,1,0,0
5031,0,1,1,1
8080,1,1,3,1
3636,1,1,3,1
2973,1,1,2,1
838,1,1,0,0
3021,0,1,0,1
1967,1,2,0,0
3269,1,0,4,2
10468,0,2,0,1
6897,1,1,2,1
7784,1,1,0,0
4769,1,1,0,1
9748,1,0,0,1
6397,0,1,0,0
1165,0,2,4,0
5501,1,1,2,1
9030,1,1,3,1
2579,1,2,0,0
412,0,1,0,1
1352,1,1,0,0
10088,1,1,0,1
130,1,1,3,1
2509,0,1,0,1
5560,0,1,0,1
3313,1,0,4,1
1611,0,1,0,1
2037,1,2,1,1
7465,0,1,0,1
2662,0,1,2,2
5822,0,1,3,1
9720,1,1,0,1
8631,0,1,1,1
2227,0,1,0,0
3367,1,2,4,0
8954,1,1,2,1
3694,1,1,0,1
9049,1,1,2,1
2393,1,1,2,1
589,1,1,0,1
4041,1,1,0,0
9573,1,1,2,1
1011,0,1,2,0
6121,1,1,2,1
3590,0,2,1,1
1452,0,1,0,0
551,1,1,4,1
5056,0,1,3,0
4913,1,0,0,0
5438,1,0,0,1
7649,1,0,2,2
1479,1,2,0,1
9062,1,1,0,1
2640,0,2,3,0
5692,0,1,3,0
3353,0,1,2,1
10067,1,1,0,1
8439,0,1,0,1
3455,0,1,2,1
1918,0,2,5,0
1499,0,1,0,1
1833,0,1,0,1
10439,1,1,0,1
4400,0,1,0,0
2582,0,2,0,0
4735,1,1,3,1
1871,0,1,3,1
4754,0,2,0,0
3006,1,1,2,1
60,1,1,2,1
4988,0,1,0,1
7478,0,1,4,1
5839,0,1,0,0
3665,0,1,2,1
485,1,1,0,0
2690,0,2,2,1
7624,0,1,0,2
8016,1,1,0,0
8698,1,1,0,1
6656,1,1,0,1
7439,0,1,4,0
1909,1,2,0,0
10046,0,1,0,1
885,1,1,3,1
6329,0,1,4,0
9087,1,1,4,1
5262,1,1,0,0
6770,1,2,1,0
9728,1,1,2,1
9562,1,1,0,1
6703,0,1,2,1
7942,1,1,0,0
441,1,1,0,1
197,0,1,0,1
6740,0,1,0,0
4651,0,1,2,1
237,1,0,4,1
8337,0,1,3,1
5537,1,2,1,0
2802,1,1,4,0
1073,1,1,0,1
9218,1,1,3,1
9642,1,1,3,1
3947,1,1,0,0
4468,0,1,0,0
487,1,2,1,0
2998,1,1,3,1
1956,0,1,3,1
9358,1,1,2,1
818,1,1,1,2
1532,1,1,3,1
8895,0,1,0,1
3743,1,1,0,0
3865,0,2,1,0
236,1,2,4,0
8563,0,1,0,1
1160,1,1,2,2
5423,1,1,0,1
8205,0,2,1,1
2262,0,1,3,0
6864,1,1,1,0
9384,0,2,1,1
4491,0,1,2,1
8660,1,1,0,1
3237,1,1,0,0
4737,1,1,4,1
8057,0,1,1,1
3940,1,0,0,2
6667,1,1,2,1
10113,0,1,0,1
2198,1,2,0,1
7955,1,1,3,0
6501,0,1,1,0
2434,1,1,2,1
2638,1,1,4,0
1677,0,1,2,1
5164,0,1,3,0
2352,1,0,3,1
5843,1,1,2,2
165,1,0,4,2
8795,0,1,4,1
7185,0,1,0,1
3435,1,1,0,1
10328,1,1,0,1
2952,0,1,0,1
3500,0,0,0,0
7651,1,0,0,1
4466,1,1,0,0
7958,1,1,0,0
3862,0,1,0,0
6309,1,1,3,1
8425,0,2,4,1
9520,0,1,3,1
4003,0,1,0,1
7188,1,1,0,1
8386,1,1,2,1
10000,1,1,1,1
7147,1,1,0,0
2555,1,1,3,1
9946,1,1,2,1
7189,1,1,2,1
2432,1,1,0,1
5174,1,1,0,1
5704,0,1,0,2
3549,1,1,4,1
4510,0,1,1,1
5763,1,2,1,0
9213,0,1,0,1
9715,1,1,3,1
5387,1,1,0,0
7323,1,1,0,1
2611,1,1,2,1
4523,0,1,0,1
866,0,1,0,1
3430,0,2,3,1
964,0,1,0,1
5157,1,1,3,1
5442,1,1,0,0
9344,1,1,2,1
9080,1,2,1,1
3949,1,1,0,0
6894,0,1,0,1
6465,0,1,0,0
10238,1,1,4,1
772,0,1,3,1
5076,1,1,0,0
2705,0,2,3,1
7718,1,1,0,0
4574,1,1,0,1
3249,1,1,0,0
3729,1,2,0,0
4751,1,0,3,2
6968,1,1,2,0
6415,0,1,0,0
9148,1,0,3,1
5712,1,1,0,0
2417,1,1,3,0
3505,0,1,0,1
10431,1,1,3,1
2115,1,1,0,1
565,0,1,0,1
4585,0,1,2,0
2877,0,1,0,0
9889,1,1,0,1
9255,1,1,2,1
9487,0,1,2,1
2610,0,1,4,0
6502,1,1,0,0
3253,0,1,0,0
7053,0,1,0,0
5160,0,1,5,1
6198,0,1,2,0
1293,0,1,4,0
8461,0,1,0,1
7668,1,1,0,0
9463,0,0,0,1
1056,1,1,2,1
6341,0,1,2,0
768,0,1,2,1
4279,1,0,0,1
4134,0,0,0,1
5765,0,1,2,1
2004,0,2,0,1
6921,1,1,0,0
362,0,2,1,0
1556,1,1,0,0
5161,1,1,2,1
4764,0,1,0,1
4140,1,1,0,1
7341,0,1,0,1
717,0,1,0,1
10488,0,1,0,1
3752,1,1,0,1
5009,1,1,0,1
5372,0,1,2,0
6479,1,0,2,1
577,1,1,3,1
2372,1,1,3,1
3177,0,1,0,1
8345,0,1,2,1
3234,1,1,0,0
6855,1,2,1,0
8087,0,1,1,1
4935,0,1,0,1
3661,0,1,0,1
9670,0,2,1,1
4351,1,1,0,1
7733,1,1,2,0
9440,0,1,2,1
1079,0,1,3,1
3016,0,1,0,1
1855,0,1,3,1
3250,0,1,2,1
430,1,1,0,1
1382,1,0,3,1
9878,0,1,0,1
8333,0,1,0,1
5411,0,1,0,1
4951,0,1,2,0
4925,1,0,2,1
7907,1,1,3,2
1514,1,1,2,2
1756,0,1,0,0
9082,0,1,1,1
9209,0,2,3,1
2325,1,0,2,1
1628,0,2,0,0
1457,1,1,0,0
4383,1,1,0,0
9223,0,2,1,1
8220,1,1,4,1
7171,0,2,1,0
1768,0,2,1,0
2078,0,2,4,0
2266,1,2,1,1
1552,1,1,0,1
2683,1,1,2,1
5659,1,1,0,1
9629,0,2,1,1
1356,1,1,0,0
861,0,1,0,2
1178,0,2,2,0
3714,1,1,0,0
4568,1,2,1,1
8589,0,2,0,1
9477,1,1,0,1
6684,0,2,1,0
479,1,1,0,1
1800,0,1,4,0
4276,1,1,0,0
10027,1,2,3,1
9971,1,1,0,1
4696,0,1,2,1
5023,1,1,2,1
4299,0,1,0,0
9364,1,1,1,1
389,1,2,0,0
3185,1,2,0,1
8664,0,2,0,1
1377,1,1,0,1
1257,1,1,0,1
10206,1,1,0,1
2777,1,2,1,0
5339,0,0,2,1
7916,1,1,2,1
3029,0,1,0,0
1392,0,1,0,1
1114,1,2,0,1
9925,0,1,2,1
5797,1,0,2,1
5440,1,1,3,1
1858,1,0,3,0
4395,0,0,0,0
1393,1,1,0,0
5361,0,1,0,0
10294,1,1,2,1
1945,0,1,0,1
7115,0,1,2,1
581,0,2,1,1
4261,0,1,0,0
5428,0,1,5,0
3763,0,1,0,1
4659,1,1,3,2
8102,1,0,0,0
1246,1,1,0,1
1221,0,2,0,1
5650,0,1,0,1
924,0,2,1,0
7612,1,1,0,1
9862,0,1,0,1
4917,1,2,1,0
9379,1,1,2,1
3541,0,1,4,1
3698,0,1,3,1
8286,0,1,0,1
9242,1,1,2,1
10192,1,1,0,1
8026,1,1,0,1
9327,1,1,0,1
4609,1,1,0,1
7031,1,2,1,0
2392,1,1,0,1
8963,1,1,0,1
2316,0,0,0,1
9796,0,1,3,1
4101,0,2,0,0
6191,1,1,2,1
4102,0,1,0,0
2656,1,1,2,1
9322,0,1,3,1
3681,0,1,0,1
5580,0,1,3,0
1062,1,2,1,1
4955,1,1,2,1
7621,0,1,0,0
3868,0,1,0,0
6588,0,1,0,0
7867,1,1,0,1
6141,1,1,2,0
5749,0,1,2,1
6257,0,1,4,0
1801,1,1,3,0
4565,0,1,0,1
8735,1,1,0,1
7641,1,2,4,0
240,1,1,0,1
8194,0,0,4,1
119,1,1,2,1
5830,0,1,3,0
9610,1,0,2,1
2575,0,1,3,0
6736,1,1,3,1
4567,1,1,0,1
5044,0,1,0,0
2992,0,1,3,0
7170,1,1,0,1
3071,1,1,3,1
2371,0,1,0,1
8088,1,1,0,0
7205,1,1,3,0
7506,1,2,3,0
1560,1,1,3,1
225,1,2,0,2
9717,0,1,0,1
9559,0,1,0,1
8871,1,0,2,1
2317,0,0,0,1
9962,1,1,3,1
4802,0,1,0,0
8958,0,1,2,1
10385,0,1,1,1
919,1,1,0,1
1535,0,2,3,1
3082,0,1,2,1
1901,1,1,0,1
9321,1,0,0,1
5026,0,0,2,1
335,1,1,3,2
1249,0,1,0,1
2972,0,2,1,1
3010,0,1,0,1
3748,1,1,3,1
10264,0,1,0,1
8747,1,1,2,1
6936,1,2,1,1
9051,0,2,1,1
6807,0,1,2,0
10239,1,1,0,1
1161,0,1,2,0
10258,1,1,0,1
2993,0,1,0,0
4989,0,1,3,1
3163,0,2,0,0
9596,1,1,0,1
4225,0,0,0,1
6076,0,1,4,0
217,1,2,0,0
3338,0,1,3,1
2858,0,2,0,1
4243,1,1,0,0
815,0,1,2,0
750,0,2,4,0
4331,0,1,0,1
2298,1,1,0,1
187,0,1,0,1
6243,1,1,2,1
10349,1,1,2,1
1206,0,2,0,0
6261,1,1,2,1
1882,0,2,0,1
8533,1,2,1,1
4589,1,1,3,1
8479,0,1,2,1
7796,0,1,0,0
3285,1,1,0,1
207,0,2,3,1
10018,1,1,2,1
4201,1,1,0,1
564,1,0,2,1
8559,0,1,0,1
7346,0,1,2,2
5074,1,1,3,1
2593,0,1,4,0
2368,1,1,0,1
7130,1,1,0,0
75,1,1,2,0
3344,1,1,2,1
2633,1,1,2,1
10158,1,1,2,1
7154,1,1,3,1
638,0,1,0,1
1726,0,1,0,1
803,1,2,1,1
3418,0,1,0,0
9988,0,2,1,1
6369,1,1,0,2
3364,1,2,3,0
7533,1,1,3,0
5972,0,1,0,1
7523,1,1,0,1
6700,0,1,0,0
494,0,2,0,0
7681,1,2,0,0
2708,1,1,0,1
6509,0,1,0,1
6236,1,1,0,0
1065,1,1,3,1
5022,0,1,2,1
2659,0,1,2,1
9785,0,1,0,1
5974,1,1,2,0
5942,0,1,0,1
355,1,1,0,1
10453,0,2,0,1
1922,0,1,0,1
5864,1,1,3,0
8074,1,1,0,0
10115,0,2,1,1
2961,0,1,3,0
229,1,1,4,1
9700,0,1,2,1
8784,1,0,4,1
8381,0,2,0,1
4126,0,1,0,1
4381,0,1,0,0
9656,0,1,4,1
10273,1,2,2,1
7551,1,1,0,1
9719,1,1,2,1
7843,1,1,0,1
4518,0,1,0,1
9593,1,2,1,1
5224,1,1,0,1
2954,1,1,0,0
1722,1,2,1,1
9898,1,1,2,1
927,1,1,0,0
7653,1,1,0,1
2350,1,1,2,2
6690,1,1,2,0
8678,1,1,1,1
306,0,1,3,1
9256,1,1,2,1
4267,0,0,0,2
6149,1,1,0,0
36,1,2,2,0
4702,1,1,0,0
7162,1,1,0,0
7120,1,2,1,0
6254,1,0,2,1
3332,1,1,0,0
8231,0,1,0,1
2641,0,2,1,0
7738,1,2,2,0
1414,1,2,3,0
10380,1,1,1,1
7868,0,1,2,1
5523,1,1,0,0
8618,0,0,0,1
697,1,1,4,0
3243,1,1,0,1
3066,0,1,0,0
1933,1,1,2,2
1992,1,2,0,0
3381,0,2,0,0
3622,0,2,4,0
3819,1,1,3,0
6805,1,1,0,1
1213,0,2,0,0
1419,0,2,1,0
5575,0,1,0,0
7633,0,1,0,2
642,1,1,2,1
2166,1,1,0,0
8496,0,1,4,1
4329,1,1,0,1
10025,1,1,0,1
6660,1,1,2,1
4294,1,2,0,0
7501,0,1,0,1
6719,0,1,2,1
1507,0,1,0,1
2960,0,1,0,0
4703,1,1,0,0
700,0,2,4,0
9673,1,1,0,1
8116,0,1,0,1
1410,0,2,4,0
4018,1,1,0,1
2700,1,1,0,0
9969,1,1,3,1
9534,0,1,4,1
6231,1,1,0,0
2354,1,1,3,2
3015,1,2,0,1
6096,1,1,0,0
9130,1,2,0,1
5362,1,2,2,0
2032,0,1,0,1
3897,0,1,0,0
4830,0,1,1,0
6162,1,0,0,0
4875,1,1,3,1
9919,1,1,0,1
2334,0,1,0,0
5624,1,2,0,0
4422,0,1,0,0
7142,0,1,0,1
4244,0,0,0,1
8155,1,1,3,1
10332,1,1,0,1
1831,1,2,1,0
3266,0,1,2,1
510,0,2,0,0
7904,0,1,0,1
2933,1,2,4,0
10426,1,1,3,1
4151,1,1,0,1
7703,1,1,0,0
2970,0,2,1,1
377,0,2,3,1
868,1,1,0,0
10487,1,1,0,1
4938,0,1,0,1
10225,0,0,3,1
4590,1,1,0,1
2714,1,1,2,1
3591,0,2,0,0
1586,0,1,0,1
4441,0,1,0,0
9347,0,1,2,1
333,0,1,2,0
2085,1,1,3,2
832,1,1,0,0
9989,1,1,0,1
9882,1,1,0,1
9698,1,1,0,1
1111,1,1,0,1
2280,1,1,3,2
9637,1,1,0,1
10446,0,1,1,1
2766,1,1,0,2
7320,1,1,0,1
7410,1,1,2,1
1196,0,1,2,1
3345,0,1,4,0
9004,1,1,3,1
1495,1,1,4,0
4343,0,1,0,1
3958,0,1,0,0
9228,1,0,2,1
7382,0,1,0,0
9299,0,0,3,1
9451,0,1,4,1
8603,1,2,0,1
10309,0,1,0,1
7089,1,1,3,1
4791,1,1,1,2
4166,0,1,0,1
10023,1,1,3,1
3078,1,2,4,0
9517,1,1,0,1
1265,0,1,0,1
1559,0,1,2,0
2367,1,1,0,1
1496,0,1,2,1
4742,0,1,2,1
6337,1,2,4,0
8994,1,2,0,1
5981,0,1,3,0
857,0,1,0,1
10442,0,1,3,1
8498,0,1,2,1
6878,1,1,2,0
8964,1,1,0,1
3655,0,1,3,0
9768,0,2,3,1
3166,1,1,1,1
9114,1,0,0,1
1760,0,1,0,1
4389,0,0,0,0
350,1,2,0,1
9815,0,1,0,1
6367,0,1,0,2
5471,1,1,2,1
8592,1,1,0,1
5245,1,1,2,1
604,1,1,2,1
3451,0,1,0,0
2731,0,1,2,0
3677,1,1,3,2
43,0,1,0,1
37,1,1,3,1
7520,0,1,0,2
10237,1,2,2,1
2224,0,1,0,1
5494,0,2,3,0
4981,0,2,1,0
915,1,1,0,1
6960,0,1,0,0
3407,0,2,1,0
9903,1,1,0,1
3602,0,0,4,0
4715,1,1,1,1
8803,0,1,2,1
6822,1,1,0,0
3823,1,1,2,0
9974,1,1,0,1
7600,0,1,0,2
1699,1,1,2,1
5507,0,1,4,0
5379,1,0,3,0
232,1,1,2,1
9095,1,1,0,1
4730,1,1,0,0
4353,0,1,0,1
1635,1,1,3,1
6409,1,0,2,1
3340,1,1,0,1
7093,0,1,0,0
7409,1,2,0,0
2235,1,1,0,0
7806,0,1,0,0
9010,0,1,0,1
9680,0,1,0,1
5116,1,1,2,1
1243,1,1,2,1
437,1,1,3,1
9217,0,2,0,1
1752,0,2,0,2
1190,0,1,0,1
2360,0,1,0,1
283,0,2,0,1
180,0,1,3,2
4060,0,1,0,0
5191,0,0,2,1
3272,0,1,0,1
1771,1,0,4,1
4587,1,0,0,1
6062,1,1,4,1
1609,1,1,2,1
1829,1,1,2,0
862,0,2,0,1
9851,0,2,1,1
4759,0,1,1,0
930,1,0,0,0
6326,1,1,3,0
10185,0,1,4,1
9275,1,1,2,1
1592,1,2,4,0
2134,0,1,0,1
5483,1,1,3,0
4095,1,1,0,0
6848,0,1,0,2
8537,0,1,4,1
6641,1,1,0,1
7039,0,1,0,1
8655,0,1,0,1
3914,0,1,2,0
2707,1,1,2,1
4750,0,0,4,2
7684,0,2,1,0
9987,1,1,2,1
9978,0,1,0,1
7785,1,1,0,0
4471,0,1,0,1
6504,0,1,0,0
2209,1,1,2,2
7191,1,1,0,1
3805,0,1,0,0
4167,1,1,0,1
8756,1,1,3,1
6377,0,1,3,1
3181,1,1,0,1
574,1,1,0,1
9337,0,1,0,1
5907,1,1,0,0
1481,1,1,2,1
523,1,1,3,0
1920,1,1,2,1
771,0,1,3,2
5791,0,1,0,1
4160,1,1,0,1
5618,0,1,0,1
3930,1,1,0,1
4511,1,0,4,2
2172,1,1,4,0
6595,0,1,2,0
7494,1,1,0,1
517,1,2,4,0
8405,1,1,2,1
8339,0,1,3,1
1584,0,1,0,2
6583,1,1,0,1
1245,0,2,0,1
9623,0,1,0,1
688,1,2,3,1
3464,0,2,1,2
9262,1,1,0,1
1509,0,1,0,1
9408,1,1,0,1
1226,1,1,0,2
7499,1,1,0,1
1923,1,1,0,1
3678,1,2,1,1
7207,0,1,2,0
521,1,1,2,0
252,0,1,2,0
522,1,1,2,0
8637,1,2,2,1
7180,1,1,0,1
4986,0,1,0,0
5345,0,1,0,0
1820,0,1,0,0
6065,1,1,0,1
6673,0,1,2,0
8627,1,1,2,1
814,0,1,4,1
7646,1,1,3,0
7589,0,1,4,2
2897,0,1,0,0
9825,1,0,0,1
9214,1,1,4,1
323,0,2,0,1
762,0,1,0,0
3657,1,0,3,0
807,1,2,0,1
2536,0,1,0,0
9831,1,2,1,1
2631,1,1,0,1
5654,0,1,4,1
5579,0,1,3,2
4479,1,1,2,0
2217,0,2,0,0
7049,1,1,0,0
6790,1,1,0,1
391,1,1,2,1
6523,1,1,0,0
1326,0,0,4,0
1963,1,2,3,0
615,1,1,4,0
3993,1,1,0,1
4255,0,1,0,1
1697,1,2,0,1
8598,1,1,3,1
1944,0,2,0,0
1997,0,1,2,1
3482,1,1,4,0
5853,1,2,1,0
4487,1,1,2,1
10291,1,1,0,1
386,1,1,0,0
2019,0,1,0,2
4061,1,0,0,1
7658,0,1,0,0
4549,1,1,0,1
8027,1,1,0,1
10186,0,1,0,1
5520,1,1,2,0
5657,1,2,1,1
1516,1,1,4,1
3432,1,1,2,1
6706,0,0,2,1
2926,0,1,4,0
9479,1,1,0,1
10298,1,1,4,1
6926,0,2,1,0
4176,1,1,0,1
5124,0,1,2,1
4426,1,1,0,1
5984,0,1,1,0
7777,0,1,0,2
5641,0,1,0,1
4100,1,1,0,0
1081,1,0,4,1
6622,1,2,1,1
5699,1,1,3,1
8445,0,1,0,1
2089,0,0,4,2
4149,1,1,0,0
8957,1,1,2,1
9861,1,1,2,1
2025,0,1,0,1
7104,0,1,2,1
2153,1,1,3,2
1544,0,2,1,1
6681,1,1,3,1
668,0,2,0,0
179,0,0,2,2
4199,1,1,0,0
251,0,1,2,1
6118,0,1,4,0
4496,1,1,2,0
7487,1,0,0,1
2817,0,0,0,0
8590,1,1,0,1
5819,0,1,3,1
2130,0,1,4,1
4217,1,1,0,0
10073,0,1,1,1
6709,1,1,2,1
7722,0,1,4,1
5235,0,1,0,1
5453,0,1,0,1
6267,1,1,0,0
9982,0,2,4,1
9880,1,1,1,1
5434,1,1,0,1
5717,0,1,3,0
7466,0,1,0,1
8778,1,1,2,1
4192,0,1,0,0
656,0,1,3,2
1304,1,1,4,0
2840,0,1,3,1
2038,0,1,2,1
3956,0,1,0,1
3568,1,1,0,0
1579,1,0,3,1
336,0,1,3,1
2398,1,2,0,0
4090,1,1,0,0
9538,0,1,2,1
4164,0,1,0,1
2291,1,2,1,1
7628,0,1,0,2
10183,1,0,0,1
5566,1,1,1,1
884,0,1,0,0
6092,0,2,4,0
5887,0,2,0,0
7844,1,1,0,0
382,0,2,0,0
8620,0,2,1,1
7594,0,1,0,2
6131,1,1,0,1
8766,1,1,0,1
9793,0,1,3,1
10077,1,1,3,1
2424,1,1,0,1
3297,1,1,2,0
937,0,1,3,0
9544,0,0,0,1
7620,0,1,0,1
7002,1,1,0,2
8887,1,2,3,1
7008,0,1,0,0
6371,1,1,0,2
1468,1,2,4,1
10330,0,2,0,1
495,0,1,3,0
678,1,0,2,2
9043,0,1,0,1
9473,1,1,2,1
8574,0,1,0,1
3067,0,1,0,1
1151,1,2,1,0
2838,1,1,0,1
4661,0,1,0,1
6839,1,1,0,0
5348,1,1,0,0
7125,0,2,1,0
